"","LOF","Mahalanobis","kMeans","ChiSq","BoxPlot","MAD","threeSigma"
"73",0,NA,0,NA,0,1,0
"74",0,NA,0,NA,1,1,1
"75",0,NA,0,NA,0,1,0
"76",0,NA,0,NA,1,1,1
"77",1,NA,1,NA,1,1,1
"78",0,NA,0,NA,0,1,1
"79",0,NA,0,NA,1,1,0
"80",0,NA,0,NA,0,1,1
"81",0,NA,0,NA,0,1,0
"82",0,NA,0,NA,1,1,1
"83",0,NA,0,NA,0,1,1
"84",1,NA,1,NA,1,1,1
"85",1,NA,1,NA,1,1,1
"86",1,NA,1,NA,1,1,1
"87",1,NA,0,NA,1,1,1
"88",1,NA,1,NA,1,1,1
"89",1,NA,1,NA,1,1,1
"90",1,NA,1,NA,1,1,1
"91",0,NA,1,NA,0,1,0
"92",1,NA,0,NA,1,1,1
"93",0,NA,0,NA,0,1,0
"94",0,NA,0,NA,0,1,0
"95",1,NA,1,NA,1,1,1
"96",0,NA,1,NA,1,1,1
"97",0,NA,0,NA,1,1,1
"98",0,NA,0,NA,0,1,1
"99",1,NA,1,NA,1,1,1
"100",1,NA,1,NA,1,1,1
"101",0,NA,0,NA,1,1,1
"102",1,NA,1,NA,1,1,1
"103",1,NA,1,NA,1,1,1
"104",1,NA,1,NA,1,1,1
"105",0,NA,0,NA,1,1,1
"106",1,NA,1,NA,1,1,1
"107",1,NA,1,NA,1,1,1
"108",0,NA,0,NA,0,1,0
"109",1,NA,1,NA,1,1,1
"110",0,NA,0,NA,1,1,1
"111",1,NA,1,NA,1,1,1
"112",0,NA,0,NA,0,1,0
"113",0,NA,0,NA,0,1,1
"114",1,NA,1,NA,1,1,1
"115",0,NA,0,NA,0,1,0
"116",0,NA,0,NA,0,1,0
"117",1,NA,0,NA,1,1,1
"118",0,NA,0,NA,1,1,1
"119",0,NA,0,NA,1,1,1
"120",0,NA,0,NA,0,1,0
"121",0,NA,0,NA,0,1,0
"122",0,NA,0,NA,0,1,0
"123",0,NA,0,NA,1,1,0
"124",1,NA,0,NA,1,1,1
"125",0,NA,0,NA,0,1,0
"126",0,NA,0,NA,1,1,0
"127",1,NA,0,NA,1,1,1
"128",1,NA,0,NA,0,1,1
"129",0,NA,0,NA,0,1,0
"130",1,NA,0,NA,1,1,1
"131",0,NA,0,NA,0,1,1
"132",0,NA,0,NA,0,1,1
"133",0,NA,0,NA,0,1,0
"134",1,NA,0,NA,1,1,1
"135",0,NA,0,NA,1,1,0
"136",0,NA,1,NA,1,1,1
"137",0,NA,0,NA,0,1,1
"138",1,NA,0,NA,0,1,1
"139",1,NA,0,NA,1,1,1
"140",0,NA,0,NA,0,1,1
"141",0,NA,0,NA,0,1,0
"142",1,NA,1,NA,1,1,1
"143",0,NA,0,NA,0,1,0
"144",0,NA,0,NA,0,1,0
"145",0,NA,0,NA,0,1,0
"146",0,NA,0,NA,0,1,1
"147",1,NA,1,NA,1,1,1
"148",0,NA,0,NA,1,1,1
"149",0,NA,0,NA,0,1,0
"150",0,NA,0,NA,0,1,0
"151",0,NA,0,NA,0,1,1
"152",0,NA,0,NA,0,1,0
"153",0,NA,0,NA,0,1,0
"154",1,NA,0,NA,1,1,1
"155",0,NA,0,NA,0,1,0
"156",0,NA,0,NA,0,1,0
"157",0,NA,0,NA,0,1,0
"158",0,NA,0,NA,1,1,1
"159",1,NA,1,NA,1,1,1
"160",0,NA,0,NA,0,1,0
"161",0,NA,0,NA,0,1,0
"162",0,NA,0,NA,1,1,0
"163",1,NA,1,NA,1,1,1
"164",1,NA,0,NA,1,1,1
"165",0,NA,0,NA,0,1,0
"166",0,NA,0,NA,0,1,0
"167",0,NA,0,NA,0,1,0
"168",1,NA,1,NA,0,1,0
"169",0,NA,0,NA,0,1,0
"170",0,NA,1,NA,1,1,1
"171",0,NA,0,NA,1,1,0
"172",0,NA,0,NA,1,1,1
"173",0,NA,0,NA,1,1,0
"174",0,NA,0,NA,1,1,1
"175",0,NA,1,NA,1,1,1
"176",0,NA,0,NA,0,1,0
"177",0,NA,0,NA,0,1,0
"178",0,NA,0,NA,1,1,0
"179",0,NA,1,NA,1,1,1
"180",0,NA,0,NA,1,1,1
"181",0,NA,0,NA,0,1,0
"182",0,NA,0,NA,1,1,0
"183",1,NA,1,NA,1,1,1
"184",0,NA,0,NA,1,1,1
"185",1,NA,1,NA,1,1,1
"186",0,NA,1,NA,1,1,1
"187",0,NA,0,NA,0,1,0
"188",1,NA,1,NA,1,1,1
"189",1,NA,1,NA,1,1,1
"190",1,NA,1,NA,1,1,1
"191",1,NA,1,NA,1,1,1
"192",0,NA,0,NA,1,1,0
"193",1,NA,1,NA,1,1,0
"194",1,NA,0,NA,0,1,1
"195",0,NA,0,NA,1,1,0
"196",0,NA,0,NA,0,1,0
"197",0,NA,0,NA,1,1,0
"198",0,NA,1,NA,1,1,1
"199",1,NA,1,NA,1,1,1
"200",1,NA,1,NA,1,1,1
"201",0,NA,0,NA,1,1,0
"202",0,NA,0,NA,0,1,0
"203",1,NA,1,NA,1,1,1
"204",0,NA,0,NA,0,1,0
"205",0,NA,1,NA,1,1,1
"206",0,NA,0,NA,1,1,1
"207",0,NA,0,NA,0,1,0
"208",1,NA,1,NA,1,1,1
"209",0,NA,0,NA,1,1,0
"210",0,NA,0,NA,1,1,0
"211",1,NA,1,NA,1,1,1
"212",1,NA,0,NA,1,1,1
"213",1,NA,0,NA,1,1,1
"214",1,NA,1,NA,1,1,1
"215",0,NA,0,NA,1,1,0
"216",0,NA,0,NA,0,1,0
"217",1,NA,0,NA,1,1,0
"218",1,NA,1,NA,1,1,1
"219",0,NA,1,NA,1,1,1
"220",1,NA,1,NA,1,1,1
"221",0,NA,0,NA,0,1,0
"222",0,NA,0,NA,0,1,0
"223",0,NA,0,NA,1,1,1
"224",1,NA,0,NA,1,1,1
"225",0,NA,0,NA,1,1,1
"226",0,NA,1,NA,1,1,1
"227",1,NA,0,NA,1,1,0
"228",1,NA,1,NA,1,1,1
"229",0,NA,0,NA,1,1,0
"230",0,NA,0,NA,1,1,1
"231",0,NA,0,NA,0,1,0
"232",0,NA,1,NA,1,1,1
"233",0,NA,0,NA,0,1,1
"234",0,NA,0,NA,1,1,1
"235",1,NA,1,NA,1,1,1
"236",0,NA,0,NA,1,1,0
"237",0,NA,0,NA,0,1,0
"238",1,NA,0,NA,1,1,1
"239",0,NA,0,NA,0,1,1
"240",0,NA,0,NA,1,1,1
"241",0,NA,0,NA,0,1,0
"242",0,NA,0,NA,1,1,1
"243",1,NA,0,NA,1,1,1
"244",0,NA,1,NA,1,1,1
"245",0,NA,0,NA,0,1,0
"246",0,NA,0,NA,1,1,0
"247",1,NA,1,NA,1,1,1
"248",0,NA,0,NA,0,1,0
"249",1,NA,1,NA,1,1,1
"250",0,NA,0,NA,0,1,0
"251",0,NA,0,NA,1,1,0
"252",0,NA,1,NA,1,1,1
"253",0,NA,1,NA,1,1,1
"254",0,NA,1,NA,1,1,1
"255",0,NA,0,NA,1,1,1
"256",0,NA,0,NA,1,1,1
"257",0,NA,0,NA,1,1,1
"258",0,NA,1,NA,1,1,1
"259",0,NA,0,NA,0,1,0
"260",0,NA,1,NA,1,1,1
"261",0,NA,0,NA,1,1,1
"262",0,NA,0,NA,0,1,0
"263",0,NA,0,NA,0,1,1
"264",0,NA,0,NA,0,1,0
"265",0,NA,0,NA,0,1,0
"266",0,NA,0,NA,1,1,0
"267",0,NA,0,NA,1,1,1
"268",1,NA,0,NA,1,1,1
"269",1,NA,0,NA,1,1,1
"270",0,NA,0,NA,1,1,1
"271",0,NA,0,NA,0,1,0
"272",1,NA,1,NA,1,1,1
"273",0,NA,0,NA,0,1,1
"274",0,NA,0,NA,0,1,0
"275",0,NA,0,NA,0,1,0
"276",0,NA,0,NA,0,1,1
"277",1,NA,1,NA,1,1,1
"278",0,NA,0,NA,0,1,0
"279",1,NA,0,NA,1,1,0
"280",0,NA,0,NA,0,1,0
"281",1,NA,0,NA,1,1,1
"282",0,NA,1,NA,1,1,1
"283",0,NA,0,NA,0,1,0
"284",0,NA,0,NA,0,1,1
"285",1,NA,1,NA,1,1,1
"286",0,NA,1,NA,1,1,1
"287",0,NA,0,NA,0,1,0
"288",0,NA,0,NA,0,1,0
"289",0,NA,0,NA,0,1,0
"290",0,NA,0,NA,0,1,1
"291",0,NA,0,NA,1,1,1
"292",1,NA,1,NA,1,1,1
"293",0,NA,0,NA,1,1,1
"294",1,NA,1,NA,1,1,1
"295",0,NA,1,NA,1,1,0
"296",0,NA,0,NA,1,1,1
"297",1,NA,1,NA,1,1,1
"298",1,NA,1,NA,1,1,1
"299",1,NA,1,NA,1,1,1
"300",0,NA,1,NA,1,1,1
"301",1,NA,1,NA,1,1,1
"302",0,NA,0,NA,0,1,0
"303",0,NA,0,NA,1,1,1
"304",0,NA,1,NA,1,1,1
"305",0,NA,0,NA,1,1,1
"306",0,NA,0,NA,1,1,0
"307",1,NA,1,NA,1,1,1
"308",0,NA,1,NA,1,1,0
"309",1,NA,1,NA,1,1,1
"310",0,NA,0,NA,0,1,0
"311",1,NA,1,NA,1,1,1
"312",1,NA,1,NA,1,1,1
"313",1,NA,1,NA,1,1,1
"314",1,NA,1,NA,1,1,1
"315",0,NA,0,NA,0,1,0
"316",0,NA,0,NA,1,1,0
"317",1,NA,1,NA,1,1,1
"318",0,NA,0,NA,0,1,0
"319",0,NA,0,NA,1,1,1
"320",1,NA,0,NA,1,1,1
"321",1,NA,1,NA,1,1,1
"322",1,NA,0,NA,1,1,1
"323",0,NA,0,NA,1,1,1
"324",1,NA,1,NA,1,1,1
"325",1,NA,0,NA,1,1,1
"326",0,NA,0,NA,0,1,0
"327",0,NA,0,NA,1,1,0
"328",1,NA,1,NA,1,1,1
"329",0,NA,0,NA,1,1,0
"330",1,NA,1,NA,1,1,1
"331",0,NA,0,NA,1,1,0
"332",0,NA,0,NA,1,1,1
"333",1,NA,1,NA,1,1,1
"334",0,NA,0,NA,0,1,0
"335",1,NA,0,NA,1,1,1
"336",1,NA,1,NA,1,1,1
"337",1,NA,1,NA,1,1,1
"338",0,NA,0,NA,1,1,0
"339",0,NA,0,NA,0,1,0
"340",0,NA,0,NA,1,1,1
"341",0,NA,0,NA,0,1,0
"342",0,NA,0,NA,0,1,0
"343",0,NA,0,NA,0,1,0
"344",0,NA,0,NA,0,1,0
"345",0,NA,0,NA,1,1,1
"346",0,NA,0,NA,0,1,0
"347",0,NA,0,NA,1,1,1
"348",0,NA,0,NA,1,1,1
"349",1,NA,1,NA,1,1,1
"350",0,NA,0,NA,0,1,1
"351",1,NA,1,NA,1,1,1
"352",0,NA,1,NA,1,1,1
"353",1,NA,0,NA,1,1,1
"354",1,NA,1,NA,1,1,1
"355",1,NA,1,NA,1,1,1
"356",1,NA,0,NA,1,1,0
"357",0,NA,1,NA,1,1,1
"358",0,NA,0,NA,0,1,0
"359",1,NA,0,NA,1,1,0
"360",1,NA,1,NA,1,1,1
"361",0,NA,0,NA,1,1,0
"362",0,NA,1,NA,1,1,1
"363",0,NA,0,NA,0,1,0
"364",1,NA,1,NA,1,1,1
"365",0,NA,0,NA,0,1,0
"366",0,NA,1,NA,1,1,1
"367",1,NA,1,NA,1,1,1
"368",1,NA,1,NA,1,1,1
"369",1,NA,1,NA,1,1,1
"370",0,NA,0,NA,1,1,0
"371",1,NA,1,NA,1,1,1
"372",0,NA,0,NA,1,1,0
"373",1,NA,0,NA,1,1,1
"374",0,NA,0,NA,0,1,0
"375",0,NA,1,NA,1,1,0
"376",0,NA,0,NA,0,1,0
"377",1,NA,1,NA,1,1,1
"378",0,NA,0,NA,0,1,0
"379",0,NA,0,NA,0,1,0
"380",1,NA,1,NA,1,1,1
"381",1,NA,1,NA,1,1,0
"382",0,NA,1,NA,1,1,1
"383",0,NA,0,NA,1,1,1
"384",0,NA,0,NA,0,1,0
"385",0,NA,0,NA,1,1,1
"386",0,NA,0,NA,1,1,1
"387",1,NA,0,NA,1,1,1
"388",0,NA,0,NA,0,1,1
"389",1,NA,1,NA,1,1,1
"390",1,NA,1,NA,1,1,1
"391",0,NA,0,NA,0,1,0
"392",1,NA,1,NA,1,1,1
"393",0,NA,0,NA,0,1,0
"394",1,NA,1,NA,1,1,1
"395",0,NA,0,NA,0,1,0
"396",1,NA,1,NA,1,1,1
"397",0,NA,0,NA,1,1,0
"398",1,NA,1,NA,1,1,1
"399",0,NA,1,NA,1,1,1
"400",0,NA,0,NA,0,1,0
"401",0,NA,0,NA,0,1,0
"402",1,NA,1,NA,1,1,1
"403",1,NA,0,NA,1,1,0
"404",1,NA,1,NA,1,1,1
"405",0,NA,0,NA,0,1,0
"406",0,NA,0,NA,1,1,0
"407",0,NA,0,NA,0,1,1
"408",1,NA,1,NA,1,1,1
"409",0,NA,0,NA,1,1,0
"410",0,NA,0,NA,1,1,1
"411",1,NA,1,NA,1,1,1
"412",0,NA,0,NA,0,1,0
"413",1,NA,0,NA,1,1,1
"414",0,NA,0,NA,1,1,1
"415",0,NA,1,NA,0,1,1
"416",0,NA,0,NA,0,1,0
"417",0,NA,0,NA,1,1,0
"418",1,NA,1,NA,1,1,1
"419",0,NA,0,NA,1,1,0
"420",1,NA,1,NA,1,1,1
"421",1,NA,1,NA,0,1,1
"422",0,NA,0,NA,0,1,1
"423",0,NA,0,NA,1,1,1
"424",0,NA,0,NA,1,1,0
"425",1,NA,1,NA,1,1,1
"426",0,NA,0,NA,0,1,0
"427",1,NA,0,NA,1,1,1
"428",1,NA,1,NA,1,1,1
"429",1,NA,1,NA,0,1,1
"430",1,NA,1,NA,1,1,1
"431",1,NA,1,NA,1,1,1
"432",0,NA,0,NA,0,1,1
"433",1,NA,1,NA,1,1,1
"434",1,NA,1,NA,1,1,1
"435",0,NA,0,NA,1,1,1
"436",0,NA,0,NA,0,1,0
"437",0,NA,0,NA,0,1,1
"438",0,NA,0,NA,0,1,0
"439",0,NA,0,NA,0,1,0
"440",0,NA,0,NA,0,1,0
"441",0,NA,0,NA,1,1,1
"442",0,NA,0,NA,1,1,1
"443",0,NA,0,NA,1,1,0
"444",0,NA,0,NA,0,1,1
"445",0,NA,0,NA,0,1,0
"446",0,NA,0,NA,0,1,1
"447",0,NA,0,NA,1,1,1
"448",0,NA,0,NA,1,1,0
"449",1,NA,1,NA,1,1,1
"450",1,NA,1,NA,1,1,1
"451",0,NA,0,NA,0,1,1
"452",0,NA,0,NA,1,1,0
