"","LOF","Mahalanobis","kMeans","ChiSq","BoxPlot","MAD","threeSigma"
"83",0,NA,0,NA,1,1,0
"84",0,NA,0,NA,0,1,0
"85",0,NA,0,NA,0,0,0
"86",0,NA,0,NA,1,1,0
"87",0,NA,0,NA,0,0,0
"88",0,NA,0,NA,0,1,0
"89",0,NA,0,NA,0,0,0
"90",0,NA,0,NA,0,1,0
"91",0,NA,0,NA,0,1,0
"92",0,NA,1,NA,1,1,0
"93",0,NA,0,NA,0,0,0
"94",1,NA,1,NA,1,1,0
"95",0,NA,0,NA,0,1,0
"96",0,NA,0,NA,1,1,0
"97",0,NA,0,NA,1,1,0
"98",0,NA,0,NA,1,1,0
"99",1,NA,1,NA,0,1,1
"100",0,NA,0,NA,0,0,0
"101",1,NA,1,NA,1,1,0
"102",0,NA,0,NA,0,0,0
"103",1,NA,0,NA,0,1,0
"104",0,NA,0,NA,0,0,0
"105",0,NA,0,NA,1,1,0
"106",1,NA,0,NA,1,1,0
"107",1,NA,0,NA,0,1,0
"108",0,NA,0,NA,0,0,0
"109",0,NA,1,NA,0,1,0
"110",0,NA,1,NA,1,1,0
"111",1,NA,1,NA,1,1,0
"112",0,NA,0,NA,0,1,0
"113",1,NA,1,NA,1,1,0
"114",0,NA,0,NA,1,1,0
"115",1,NA,0,NA,1,1,0
"116",0,NA,0,NA,0,1,0
"117",0,NA,0,NA,0,0,0
"118",0,NA,0,NA,0,0,0
"119",1,NA,1,NA,1,1,0
"120",0,NA,0,NA,0,0,0
"121",0,NA,0,NA,0,1,0
"122",1,NA,0,NA,1,1,0
"123",1,NA,1,NA,1,1,0
"124",0,NA,0,NA,0,1,0
"125",1,NA,1,NA,1,1,0
"126",0,NA,0,NA,0,1,0
"127",0,NA,1,NA,1,1,0
"128",0,NA,0,NA,0,0,0
"129",1,NA,1,NA,0,1,0
"130",0,NA,0,NA,0,0,0
"131",1,NA,0,NA,0,1,0
"132",0,NA,0,NA,0,0,0
"133",1,NA,1,NA,0,1,0
"134",0,NA,0,NA,0,1,0
"135",1,NA,1,NA,0,1,0
"136",0,NA,0,NA,0,1,0
"137",1,NA,1,NA,0,1,1
"138",0,NA,0,NA,0,1,0
"139",0,NA,0,NA,0,1,0
"140",0,NA,0,NA,0,1,0
"141",0,NA,1,NA,0,1,1
"142",0,NA,0,NA,0,0,0
"143",1,NA,0,NA,0,1,0
"144",0,NA,0,NA,0,1,0
"145",0,NA,0,NA,0,0,0
"146",0,NA,0,NA,0,1,0
"147",1,NA,0,NA,1,1,0
"148",0,NA,0,NA,0,0,0
"149",0,NA,1,NA,1,1,0
"150",0,NA,0,NA,0,0,0
"151",1,NA,0,NA,0,1,0
"152",0,NA,0,NA,0,0,0
"153",0,NA,0,NA,0,1,0
"154",0,NA,0,NA,0,1,0
"155",0,NA,0,NA,0,1,0
"156",0,NA,0,NA,0,0,0
"157",0,NA,0,NA,0,1,0
"158",0,NA,0,NA,0,1,0
"159",0,NA,0,NA,0,1,0
"160",0,NA,1,NA,0,1,0
"161",0,NA,0,NA,0,1,0
"162",0,NA,0,NA,0,0,0
"163",1,NA,1,NA,0,1,1
"164",0,NA,0,NA,1,1,0
"165",1,NA,1,NA,0,1,0
"166",0,NA,1,NA,1,1,0
"167",1,NA,1,NA,0,1,1
"168",0,NA,1,NA,1,1,0
"169",0,NA,0,NA,0,1,0
"170",0,NA,0,NA,0,0,0
"171",1,NA,1,NA,0,1,1
"172",0,NA,0,NA,0,0,0
"173",1,NA,1,NA,0,1,0
"174",1,NA,0,NA,0,1,0
"175",1,NA,0,NA,1,1,0
"176",1,NA,0,NA,0,1,0
"177",1,NA,1,NA,1,1,1
"178",0,NA,0,NA,0,0,0
"179",0,NA,0,NA,0,1,0
"180",0,NA,1,NA,1,1,0
"181",1,NA,1,NA,1,1,1
"182",0,NA,0,NA,0,0,0
"183",1,NA,1,NA,0,1,1
"184",0,NA,1,NA,0,1,0
"185",1,NA,1,NA,1,1,1
"186",0,NA,0,NA,1,1,0
"187",1,NA,1,NA,0,1,0
"188",1,NA,1,NA,1,1,0
"189",1,NA,1,NA,0,1,1
"190",0,NA,1,NA,1,1,0
"191",1,NA,1,NA,0,1,1
"192",0,NA,0,NA,0,1,0
"193",1,NA,1,NA,1,1,0
"194",0,NA,0,NA,0,0,0
"195",1,NA,1,NA,1,1,1
"196",1,NA,0,NA,0,0,0
"197",1,NA,1,NA,0,1,0
"198",1,NA,0,NA,1,1,0
"199",1,NA,1,NA,1,1,1
"200",0,NA,0,NA,0,1,0
"201",1,NA,1,NA,0,1,0
"202",0,NA,1,NA,1,1,0
"203",1,NA,1,NA,0,1,0
"204",0,NA,0,NA,0,0,0
"205",1,NA,1,NA,0,1,1
"206",0,NA,0,NA,0,0,0
"207",1,NA,1,NA,0,1,1
"208",0,NA,0,NA,0,1,0
"209",1,NA,0,NA,1,1,0
"210",1,NA,0,NA,0,1,0
"211",1,NA,1,NA,0,1,1
"212",0,NA,0,NA,0,1,0
"213",1,NA,1,NA,1,1,1
"214",1,NA,0,NA,0,1,0
"215",1,NA,1,NA,0,1,0
"216",0,NA,0,NA,1,1,0
"217",1,NA,1,NA,0,1,0
"218",0,NA,0,NA,0,1,0
"219",1,NA,1,NA,0,1,0
"220",0,NA,0,NA,1,1,0
"221",0,NA,1,NA,0,1,1
"222",0,NA,0,NA,0,1,0
"223",1,NA,1,NA,0,1,0
"224",0,NA,0,NA,1,1,0
"225",1,NA,1,NA,0,1,0
"226",0,NA,0,NA,1,1,0
"227",1,NA,1,NA,0,1,0
"228",0,NA,0,NA,0,1,0
"229",1,NA,1,NA,0,1,0
"230",0,NA,0,NA,0,1,0
"231",1,NA,0,NA,0,1,0
"232",0,NA,0,NA,0,0,0
"233",1,NA,1,NA,0,1,1
"234",0,NA,0,NA,0,0,0
"235",1,NA,0,NA,1,1,0
"236",1,NA,0,NA,1,1,0
"237",0,NA,0,NA,0,1,0
"238",0,NA,0,NA,0,0,0
"239",0,NA,0,NA,0,1,0
"240",0,NA,0,NA,0,0,0
"241",1,NA,0,NA,0,1,0
"242",0,NA,0,NA,0,0,0
"243",1,NA,1,NA,0,1,0
"244",0,NA,0,NA,0,0,0
"245",1,NA,1,NA,0,1,0
"246",0,NA,0,NA,0,0,0
"247",1,NA,1,NA,0,1,0
"248",0,NA,0,NA,0,0,0
"249",1,NA,0,NA,0,1,0
"250",0,NA,0,NA,0,1,0
"251",1,NA,1,NA,0,1,0
"252",0,NA,0,NA,0,1,0
"253",1,NA,1,NA,0,1,0
"254",0,NA,0,NA,0,1,0
"255",0,NA,0,NA,0,1,0
"256",0,NA,0,NA,1,1,0
"257",0,NA,0,NA,0,0,0
"258",0,NA,0,NA,0,0,0
"259",0,NA,0,NA,0,0,0
"260",0,NA,0,NA,0,0,0
"261",0,NA,0,NA,0,0,0
"262",0,NA,0,NA,0,1,0
"263",0,NA,0,NA,1,1,0
"264",0,NA,0,NA,1,1,0
"265",0,NA,0,NA,1,1,0
"266",0,NA,0,NA,1,1,0
"267",0,NA,0,NA,0,1,0
"268",0,NA,0,NA,1,1,0
"269",0,NA,0,NA,0,0,0
"270",0,NA,0,NA,0,0,0
"271",0,NA,0,NA,0,0,0
"272",0,NA,0,NA,0,1,0
"273",0,NA,0,NA,0,1,0
"274",0,NA,0,NA,0,0,0
"275",0,NA,0,NA,0,0,0
"276",0,NA,0,NA,0,0,0
"277",0,NA,0,NA,0,0,0
"278",0,NA,0,NA,0,0,0
"279",0,NA,0,NA,1,1,0
"280",0,NA,0,NA,1,1,0
"281",0,NA,0,NA,0,1,0
"282",0,NA,0,NA,1,1,0
"283",0,NA,1,NA,1,1,0
"284",0,NA,0,NA,0,1,0
"285",0,NA,0,NA,0,1,0
"286",0,NA,0,NA,0,1,0
"287",0,NA,0,NA,0,0,0
"288",0,NA,0,NA,0,0,0
"289",0,NA,0,NA,0,0,0
"290",0,NA,0,NA,0,0,0
"291",0,NA,0,NA,0,1,0
"292",0,NA,0,NA,0,0,0
"293",0,NA,0,NA,0,0,0
"294",0,NA,0,NA,0,0,0
"295",0,NA,0,NA,0,0,0
"296",0,NA,0,NA,0,1,0
"297",0,NA,1,NA,1,1,0
"298",0,NA,1,NA,1,1,0
"299",0,NA,1,NA,1,1,0
"300",0,NA,0,NA,0,1,0
"301",0,NA,0,NA,1,1,0
"302",0,NA,0,NA,0,1,0
"303",0,NA,0,NA,0,0,0
"304",0,NA,0,NA,0,0,0
"305",0,NA,0,NA,0,0,0
"306",0,NA,0,NA,0,0,0
"307",0,NA,0,NA,0,1,0
"308",0,NA,1,NA,1,1,0
"309",0,NA,1,NA,0,1,0
"310",0,NA,0,NA,0,1,0
"311",0,NA,0,NA,1,1,0
"312",0,NA,0,NA,0,1,0
"313",0,NA,0,NA,0,0,0
"314",1,NA,0,NA,0,1,0
"315",0,NA,0,NA,0,1,0
"316",0,NA,0,NA,0,1,0
"317",0,NA,0,NA,0,1,0
"318",0,NA,0,NA,0,0,0
"319",0,NA,0,NA,0,0,0
"320",0,NA,0,NA,0,0,0
"321",0,NA,0,NA,0,0,0
"322",0,NA,0,NA,0,0,0
"323",0,NA,0,NA,0,0,0
"324",0,NA,0,NA,0,1,0
"325",0,NA,0,NA,0,1,0
"326",0,NA,0,NA,0,1,0
"327",0,NA,0,NA,0,1,0
"328",0,NA,0,NA,1,1,0
"329",0,NA,0,NA,1,1,0
"330",0,NA,0,NA,0,0,0
"331",0,NA,0,NA,0,0,0
"332",0,NA,0,NA,0,0,0
"333",0,NA,0,NA,0,0,0
"334",0,NA,0,NA,0,0,0
"335",0,NA,0,NA,0,0,0
"336",0,NA,0,NA,0,0,0
"337",0,NA,0,NA,0,1,0
"338",0,NA,0,NA,0,1,0
"339",0,NA,0,NA,1,1,0
"340",0,NA,1,NA,1,1,0
"341",1,NA,0,NA,0,1,0
"342",0,NA,0,NA,0,0,0
"343",0,NA,0,NA,0,0,0
"344",0,NA,0,NA,0,1,0
"345",0,NA,0,NA,0,0,0
"346",0,NA,0,NA,0,1,0
"347",0,NA,0,NA,0,0,0
"348",0,NA,0,NA,0,0,0
"349",0,NA,0,NA,0,0,0
"350",0,NA,0,NA,0,0,0
"351",0,NA,0,NA,0,0,0
