"","LOF","Mahalanobis","kMeans","ChiSq","BoxPlot","MAD","threeSigma"
"221",0,1,0,NA,1,1,1
"222",0,1,1,NA,0,1,0
"223",0,1,1,NA,0,1,1
"224",1,1,0,NA,0,1,0
"225",0,0,0,NA,0,0,0
"226",0,0,0,NA,0,0,0
"227",1,0,0,NA,0,0,0
"228",1,1,1,NA,0,1,0
"229",1,1,1,NA,1,1,1
"230",1,0,0,NA,0,0,0
"231",1,1,0,NA,0,1,0
"232",1,1,1,NA,1,1,0
"233",0,0,1,NA,0,0,0
"234",0,0,0,NA,0,0,0
"235",0,0,1,NA,0,0,0
"236",0,1,1,NA,0,1,0
"237",0,0,1,NA,0,1,0
"238",0,1,1,NA,0,1,0
"239",1,1,0,NA,0,1,0
"240",1,0,0,NA,0,0,0
"241",0,0,0,NA,0,0,0
"242",0,0,0,NA,0,0,0
"243",1,0,0,NA,0,1,0
"244",0,1,1,NA,1,1,0
"245",0,0,0,NA,0,1,0
"246",0,1,1,NA,1,1,0
"247",0,0,0,NA,0,1,0
"248",1,1,1,NA,1,1,1
"249",1,1,1,NA,1,1,0
"250",1,0,0,NA,0,0,0
"251",1,0,0,NA,0,1,0
"252",0,0,0,NA,0,0,0
"253",0,0,1,NA,0,0,0
"254",0,0,0,NA,0,0,0
"255",1,1,1,NA,0,1,0
"256",0,0,0,NA,0,1,0
"257",1,0,0,NA,0,0,0
"258",0,0,0,NA,0,0,0
"259",1,1,1,NA,1,1,0
"260",0,1,1,NA,1,1,0
"261",1,1,1,NA,0,1,0
"262",0,1,1,NA,0,1,1
"263",0,0,0,NA,0,0,0
"264",0,1,0,NA,0,1,0
"265",0,0,0,NA,0,1,0
"266",0,0,0,NA,0,1,0
"267",0,1,1,NA,0,1,1
"268",1,1,0,NA,0,1,0
"269",0,0,0,NA,0,0,0
"270",0,1,1,NA,0,1,1
"271",0,1,0,NA,0,1,0
"272",1,0,0,NA,0,0,0
"273",1,0,0,NA,0,0,0
"274",1,0,1,NA,0,0,0
"275",0,1,0,NA,0,1,0
"276",0,0,1,NA,0,0,0
"277",0,0,0,NA,0,1,0
"278",0,0,0,NA,0,0,0
"279",0,0,0,NA,0,1,0
"280",0,1,1,NA,0,1,0
"281",1,0,0,NA,0,1,0
"282",0,0,0,NA,0,1,0
"283",1,0,1,NA,0,1,0
"284",0,0,0,NA,0,1,0
"285",0,1,0,NA,0,1,0
"286",0,0,0,NA,0,1,0
"287",1,1,0,NA,1,1,1
"288",0,0,0,NA,0,1,0
"289",0,0,1,NA,0,0,0
"290",0,0,0,NA,0,0,0
"291",0,0,1,NA,0,0,0
"292",0,0,0,NA,0,1,0
"293",0,0,0,NA,0,1,0
"294",1,0,0,NA,0,1,0
"295",1,1,1,NA,0,1,0
"296",0,0,0,NA,0,0,0
"297",0,1,1,NA,1,1,0
"298",0,0,0,NA,0,1,0
"299",0,1,1,NA,0,1,1
"300",0,1,0,NA,0,1,0
"301",1,1,1,NA,0,1,1
"302",0,0,0,NA,0,1,0
"303",0,0,1,NA,0,0,0
"304",1,1,0,NA,1,1,0
"305",0,0,0,NA,0,0,0
"306",0,0,0,NA,0,0,0
"307",0,0,1,NA,0,1,0
"308",1,0,1,NA,0,1,0
"309",0,1,0,NA,1,1,0
"310",0,0,0,NA,0,1,0
"311",0,0,0,NA,0,0,0
"312",0,0,0,NA,0,1,0
"313",1,0,0,NA,0,1,0
"314",1,0,0,NA,0,0,0
"315",0,0,0,NA,0,1,0
"316",0,0,0,NA,0,0,0
"317",0,0,0,NA,0,0,0
"318",1,0,1,NA,0,1,0
"319",0,0,0,NA,0,1,0
"320",1,1,1,NA,0,1,0
"321",1,0,0,NA,0,1,0
"322",0,0,0,NA,0,1,0
"323",1,0,0,NA,0,1,0
"324",1,1,1,NA,0,1,0
"325",0,0,0,NA,0,0,0
"326",0,0,1,NA,0,1,0
"327",0,0,1,NA,0,1,0
"328",0,1,1,NA,0,1,0
"329",1,1,0,NA,0,1,0
"330",0,0,0,NA,0,0,0
"331",0,1,0,NA,1,1,1
"332",0,0,1,NA,0,0,0
"333",1,1,1,NA,0,1,1
"334",0,1,0,NA,0,1,0
"335",0,0,0,NA,0,0,0
"336",0,1,0,NA,0,1,0
"337",0,1,1,NA,0,1,1
"338",0,0,0,NA,0,1,0
"339",0,0,1,NA,0,1,0
"340",0,0,1,NA,0,1,0
"341",0,0,0,NA,0,0,0
"342",0,0,0,NA,0,0,0
"343",1,1,1,NA,0,1,1
"344",0,0,0,NA,0,0,0
"345",1,1,0,NA,0,1,0
"346",1,0,0,NA,0,0,0
"347",1,0,0,NA,0,1,0
"348",0,1,1,NA,0,1,1
"349",0,0,0,NA,0,0,0
"350",1,1,1,NA,0,1,1
"351",1,0,0,NA,0,0,0
"352",0,0,0,NA,0,0,0
"353",1,0,1,NA,0,0,0
"354",0,0,0,NA,0,0,0
"355",1,1,0,NA,0,0,0
"356",0,0,1,NA,0,1,0
"357",0,0,1,NA,0,1,0
"358",1,1,1,NA,0,1,1
"359",1,1,1,NA,0,1,0
"360",0,0,1,NA,0,1,0
"361",0,1,1,NA,0,1,0
"362",0,1,0,NA,0,1,0
"363",1,1,1,NA,0,1,0
"364",0,1,0,NA,0,1,0
"365",0,0,1,NA,0,1,0
"366",0,0,0,NA,0,0,0
"367",0,0,0,NA,0,1,0
"368",0,0,0,NA,0,0,0
"369",0,0,1,NA,0,0,0
"370",0,1,1,NA,0,1,0
"371",0,1,0,NA,1,1,1
"372",1,1,0,NA,1,1,1
"373",0,0,0,NA,0,0,0
"374",0,0,0,NA,0,0,0
"375",0,0,1,NA,0,1,0
"376",0,1,1,NA,0,1,0
"377",1,0,0,NA,0,0,0
"378",0,0,0,NA,0,0,0
"379",0,1,0,NA,0,1,0
"380",1,1,0,NA,0,1,0
"381",0,0,0,NA,0,0,0
"382",0,0,0,NA,0,0,0
"383",1,0,1,NA,0,1,0
"384",0,0,0,NA,1,1,0
"385",0,0,0,NA,0,0,0
"386",1,0,0,NA,0,0,0
"387",0,0,0,NA,0,1,0
"388",1,1,0,NA,0,1,0
"389",0,1,1,NA,0,1,0
"390",0,0,0,NA,0,1,0
"391",0,0,0,NA,0,1,0
"392",0,1,1,NA,0,1,0
"393",1,1,1,NA,1,1,0
"394",1,0,0,NA,0,0,0
"395",0,0,0,NA,0,1,0
"396",0,1,1,NA,1,1,1
"397",1,0,0,NA,0,1,0
"398",1,1,0,NA,0,1,0
"399",0,0,0,NA,0,0,0
"400",0,1,1,NA,0,1,0
"401",0,0,0,NA,0,1,0
"402",1,0,0,NA,0,1,0
"403",0,0,0,NA,0,1,0
"404",1,0,0,NA,0,1,0
"405",0,0,1,NA,0,1,0
"406",0,0,1,NA,0,1,0
"407",0,0,0,NA,0,1,0
"408",0,0,0,NA,0,0,0
"409",1,1,1,NA,0,1,0
"410",1,1,1,NA,1,1,1
"411",1,0,0,NA,0,0,0
"412",0,0,1,NA,0,1,0
"413",0,1,1,NA,0,1,0
"414",1,0,0,NA,0,0,0
"415",0,0,1,NA,0,1,0
"416",0,1,0,NA,1,1,1
"417",0,0,0,NA,0,1,0
"418",0,0,0,NA,0,1,0
"419",0,0,0,NA,0,1,0
"420",0,0,0,NA,0,1,0
"421",0,0,1,NA,0,1,0
"422",0,0,0,NA,0,0,0
"423",0,0,0,NA,0,0,0
"424",0,0,0,NA,0,0,0
"425",0,0,0,NA,0,1,0
"426",0,0,1,NA,0,1,0
"427",1,1,1,NA,0,1,1
"428",0,0,1,NA,0,1,0
"429",1,0,1,NA,0,1,0
"430",0,1,1,NA,0,1,0
"431",0,1,1,NA,0,1,1
"432",0,0,0,NA,0,0,0
"433",0,0,1,NA,0,0,0
"434",0,0,0,NA,0,0,0
"435",1,0,0,NA,0,1,0
"436",0,1,1,NA,0,1,1
"437",0,1,0,NA,0,1,0
"438",1,0,0,NA,0,0,0
"439",0,0,0,NA,0,1,0
"440",0,0,0,NA,0,0,0
"441",0,1,1,NA,0,1,0
"442",0,0,1,NA,0,0,0
"443",0,0,0,NA,0,0,0
"444",0,1,0,NA,0,1,0
"445",1,0,0,NA,0,1,0
"446",1,1,1,NA,1,1,1
"447",0,0,0,NA,0,0,0
"448",1,0,0,NA,0,0,0
"449",0,0,0,NA,0,1,0
"450",1,0,0,NA,0,0,0
"451",1,0,0,NA,0,0,0
"452",0,0,0,NA,0,1,0
"453",1,0,1,NA,0,1,0
"454",1,1,1,NA,1,1,1
"455",0,0,0,NA,0,0,0
"456",0,1,1,NA,0,1,1
"457",1,1,0,NA,0,1,0
"458",0,0,0,NA,0,0,0
"459",1,1,0,NA,0,1,0
"460",1,1,1,NA,1,1,1
"461",1,0,0,NA,0,1,0
"462",0,0,0,NA,0,0,0
"463",1,0,1,NA,0,0,0
"464",0,0,0,NA,0,0,0
"465",1,1,0,NA,0,1,0
"466",1,0,0,NA,0,0,0
"467",1,0,1,NA,0,0,0
"468",0,0,0,NA,0,0,0
"469",0,1,1,NA,0,1,1
"470",0,1,1,NA,0,1,0
"471",0,0,0,NA,0,0,0
"472",0,0,0,NA,0,0,0
"473",0,0,0,NA,0,0,0
"474",0,0,0,NA,0,1,0
"475",0,0,0,NA,0,0,0
"476",0,1,0,NA,0,1,0
"477",1,0,0,NA,0,1,0
"478",0,0,0,NA,0,0,0
"479",0,0,0,NA,0,0,0
"480",1,1,0,NA,0,1,0
"481",0,0,1,NA,1,1,0
"482",1,0,0,NA,0,0,0
"483",0,0,1,NA,0,0,0
"484",1,0,0,NA,0,1,0
"485",0,1,1,NA,0,1,1
"486",0,0,0,NA,0,1,0
"487",0,1,0,NA,0,1,1
"488",0,1,1,NA,0,1,0
"489",0,0,0,NA,0,0,0
"490",1,1,1,NA,0,1,0
"491",0,0,0,NA,0,0,0
"492",1,0,0,NA,0,0,0
"493",0,0,0,NA,0,0,0
"494",0,0,0,NA,0,1,0
"495",0,1,1,NA,0,1,1
"496",0,1,1,NA,0,1,0
"497",0,0,0,NA,0,0,0
"498",0,0,0,NA,0,0,0
"499",1,1,1,NA,0,1,0
"500",0,0,0,NA,0,1,0
"501",1,0,0,NA,0,0,0
"502",0,0,0,NA,0,0,0
"503",1,1,1,NA,0,1,1
"504",0,0,0,NA,0,0,0
"505",0,0,0,NA,0,0,0
"506",0,1,0,NA,0,1,0
"507",1,0,1,NA,0,1,0
"508",0,0,1,NA,0,1,0
"509",1,0,0,NA,0,1,0
"510",0,1,0,NA,0,1,0
"511",0,1,0,NA,0,1,0
"512",1,0,0,NA,0,1,0
"513",1,0,0,NA,0,1,0
"514",0,0,0,NA,0,0,0
"515",0,0,0,NA,0,0,0
"516",0,0,0,NA,0,1,0
"517",0,0,1,NA,0,1,0
"518",0,0,0,NA,0,1,0
"519",1,1,0,NA,0,1,0
"520",1,1,1,NA,1,1,0
"521",1,0,1,NA,0,0,0
"522",0,0,0,NA,0,1,0
"523",1,1,1,NA,0,1,1
"524",0,0,0,NA,0,1,0
"525",0,0,0,NA,0,0,0
"526",1,0,0,NA,0,0,0
"527",0,0,0,NA,0,1,0
"528",0,0,0,NA,0,0,0
"529",0,0,0,NA,0,1,0
"530",0,0,0,NA,0,0,0
"531",0,0,0,NA,0,0,0
"532",0,1,0,NA,0,0,0
"533",1,0,0,NA,0,1,0
"534",0,1,1,NA,0,1,1
"535",0,1,1,NA,1,1,0
"536",0,1,1,NA,0,1,1
"537",0,1,0,NA,0,0,0
"538",1,1,1,NA,0,1,0
"539",0,0,0,NA,0,1,0
"540",0,0,1,NA,0,1,0
"541",0,0,0,NA,0,1,0
"542",0,0,0,NA,0,1,0
"543",1,1,0,NA,0,1,0
"544",1,0,1,NA,0,0,0
"545",0,0,0,NA,0,0,0
"546",1,0,0,NA,0,1,0
"547",1,1,1,NA,0,1,0
"548",0,0,1,NA,0,1,0
"549",1,1,1,NA,0,1,0
"550",1,1,1,NA,0,1,0
"551",0,0,0,NA,0,0,0
"552",0,0,0,NA,0,0,0
"553",1,1,0,NA,0,1,0
"554",0,0,1,NA,0,0,0
"555",0,0,0,NA,0,0,0
"556",0,0,0,NA,0,1,0
"557",0,0,0,NA,0,0,0
"558",0,0,0,NA,0,1,0
"559",1,1,0,NA,0,1,0
"560",0,1,0,NA,0,1,0
"561",0,0,0,NA,0,1,0
"562",0,1,1,NA,0,1,0
"563",0,0,0,NA,0,0,0
"564",0,0,0,NA,0,0,0
"565",1,0,0,NA,0,0,0
"566",0,0,0,NA,0,0,0
"567",1,0,0,NA,0,0,0
"568",1,0,0,NA,0,1,0
"569",0,0,0,NA,0,1,0
"570",0,0,1,NA,0,1,0
"571",0,0,0,NA,0,0,0
"572",1,1,0,NA,0,1,0
"573",1,0,0,NA,0,0,0
"574",0,0,0,NA,0,0,0
"575",0,0,1,NA,1,1,0
"576",1,0,0,NA,0,1,0
"577",1,0,0,NA,0,1,0
"578",1,1,0,NA,0,1,0
"579",0,0,0,NA,0,1,0
"580",1,1,1,NA,1,1,1
"581",0,1,1,NA,0,1,0
"582",0,0,0,NA,0,0,0
"583",1,1,0,NA,0,1,0
"584",0,0,0,NA,0,0,0
"585",1,1,1,NA,1,1,1
"586",0,0,0,NA,0,0,0
"587",0,0,0,NA,0,1,0
"588",0,0,0,NA,0,0,0
"589",0,1,1,NA,0,1,0
"590",1,1,1,NA,0,1,1
"591",0,1,0,NA,0,1,0
"592",0,0,0,NA,0,1,0
"593",0,0,0,NA,0,1,0
"594",1,1,0,NA,1,1,1
"595",0,0,0,NA,0,1,0
"596",0,1,1,NA,0,1,0
"597",1,1,1,NA,0,0,0
"598",1,0,1,NA,1,1,0
"599",0,1,1,NA,0,1,0
"600",1,0,0,NA,0,1,0
"601",1,0,0,NA,0,0,0
"602",0,1,1,NA,0,1,1
"603",1,0,0,NA,0,0,0
"604",0,0,1,NA,0,1,0
"605",1,1,1,NA,0,1,1
"606",0,0,0,NA,0,0,0
"607",0,1,1,NA,1,1,0
"608",0,0,0,NA,0,0,0
"609",0,0,1,NA,0,1,0
"610",0,0,1,NA,0,1,0
"611",0,0,1,NA,0,1,0
"612",0,0,0,NA,0,1,0
"613",0,0,1,NA,1,1,0
"614",0,0,0,NA,0,1,0
"615",0,0,1,NA,0,1,0
"616",0,0,0,NA,0,0,0
"617",0,0,0,NA,0,1,0
"618",1,0,1,NA,0,0,0
"619",0,1,0,NA,1,1,0
"620",0,1,1,NA,0,1,1
"621",0,0,1,NA,0,1,0
"622",0,1,0,NA,1,1,1
"623",0,1,1,NA,1,1,0
"624",0,0,0,NA,0,0,0
"625",0,0,0,NA,0,0,0
"626",0,0,1,NA,0,0,0
"627",0,0,0,NA,0,0,0
"628",0,0,0,NA,0,0,0
"629",0,0,0,NA,0,0,0
"630",0,0,0,NA,0,0,0
"631",0,0,0,NA,0,1,0
"632",0,0,0,NA,0,0,0
"633",0,0,0,NA,0,0,0
"634",0,0,0,NA,0,1,0
"635",0,0,0,NA,0,1,0
"636",0,1,0,NA,0,1,0
"637",0,0,0,NA,0,0,0
"638",0,0,0,NA,0,0,0
"639",1,0,0,NA,0,1,0
"640",0,0,0,NA,0,0,0
"641",1,0,0,NA,0,0,0
"642",0,0,0,NA,0,0,0
"643",0,0,0,NA,0,1,0
"644",0,1,1,NA,0,1,1
"645",0,0,1,NA,0,1,0
"646",0,1,1,NA,1,1,1
"647",0,0,1,NA,0,1,0
"648",1,0,1,NA,0,1,0
"649",0,1,0,NA,0,1,0
"650",0,0,0,NA,0,0,0
"651",0,0,0,NA,0,0,0
"652",0,0,0,NA,0,0,0
"653",0,0,0,NA,0,0,0
"654",1,0,0,NA,0,0,0
"655",0,0,0,NA,0,1,0
"656",1,1,0,NA,1,1,1
"657",0,0,0,NA,0,0,0
"658",1,1,0,NA,0,1,0
"659",1,1,0,NA,0,1,0
"660",0,1,0,NA,1,1,0
"661",0,1,1,NA,0,1,0
"662",0,1,1,NA,1,1,0
"663",1,1,0,NA,0,1,0
"664",0,0,0,NA,0,1,0
"665",1,0,0,NA,0,1,0
"666",0,0,0,NA,0,1,0
"667",1,1,0,NA,1,1,1
"668",1,0,0,NA,0,1,0
"669",0,0,1,NA,0,1,0
"670",0,0,0,NA,0,1,0
"671",0,0,1,NA,0,1,0
"672",0,0,0,NA,0,0,0
"673",1,1,1,NA,0,1,0
"674",1,1,0,NA,1,1,1
"675",1,1,0,NA,1,1,0
"676",0,1,1,NA,0,1,0
"677",0,0,0,NA,0,1,0
"678",0,0,0,NA,0,0,0
"679",1,0,0,NA,0,1,0
"680",1,0,1,NA,0,1,0
"681",1,0,1,NA,0,1,0
"682",0,1,1,NA,0,1,0
"683",0,0,0,NA,0,0,0
"684",0,0,0,NA,0,1,0
"685",1,1,1,NA,0,1,1
"686",0,0,0,NA,0,1,0
"687",0,0,0,NA,0,0,0
"688",1,0,0,NA,0,0,0
"689",0,0,0,NA,0,1,0
"690",1,1,0,NA,0,1,0
"691",0,0,0,NA,0,0,0
"692",1,1,1,NA,1,1,0
"693",0,0,0,NA,0,1,0
"694",1,0,0,NA,0,1,0
"695",0,0,0,NA,0,0,0
"696",0,1,0,NA,0,1,1
"697",0,0,1,NA,0,1,0
"698",0,1,1,NA,0,1,1
"699",1,0,1,NA,0,1,0
"700",1,1,0,NA,0,1,0
"701",0,0,0,NA,0,1,0
"702",0,0,0,NA,0,1,0
"703",0,1,1,NA,0,1,0
"704",0,1,1,NA,0,1,1
"705",0,0,0,NA,0,0,0
"706",1,0,0,NA,0,0,0
"707",1,1,1,NA,0,1,1
"708",1,1,1,NA,1,1,0
"709",0,0,0,NA,0,1,0
"710",0,0,1,NA,0,1,0
"711",1,1,1,NA,1,1,0
"712",1,0,0,NA,0,0,0
"713",1,0,0,NA,0,1,0
"714",0,0,1,NA,0,1,0
"715",0,0,0,NA,0,0,0
"716",1,1,1,NA,1,1,0
"717",0,0,0,NA,0,1,0
"718",1,0,0,NA,0,1,0
"719",0,0,1,NA,0,1,0
"720",1,0,0,NA,0,1,0
"721",0,0,0,NA,0,0,0
"722",0,0,0,NA,0,1,0
"723",0,0,0,NA,0,1,0
"724",1,0,0,NA,0,0,0
"725",1,0,0,NA,0,0,0
"726",0,0,0,NA,0,0,0
"727",0,0,0,NA,0,1,0
"728",0,0,0,NA,0,0,0
"729",1,1,1,NA,0,0,0
"730",0,0,0,NA,0,0,0
"731",0,0,0,NA,0,1,0
"732",0,1,0,NA,0,1,0
"733",1,0,1,NA,0,1,0
"734",0,0,1,NA,0,1,0
"735",0,0,0,NA,0,1,0
"736",0,0,0,NA,0,0,0
"737",1,0,0,NA,0,0,0
"738",1,0,1,NA,0,0,0
"739",0,0,1,NA,0,1,0
"740",1,1,0,NA,0,1,0
"741",1,0,1,NA,0,1,0
"742",0,0,0,NA,0,1,0
"743",0,0,0,NA,0,0,0
"744",1,0,0,NA,0,1,0
"745",0,1,1,NA,0,1,0
"746",1,1,0,NA,0,1,0
"747",0,1,1,NA,0,1,0
"748",0,1,1,NA,0,1,0
"749",0,0,1,NA,0,1,0
"750",0,0,0,NA,0,1,0
"751",0,1,0,NA,0,1,0
"752",0,0,0,NA,0,0,0
"753",0,0,0,NA,0,0,0
"754",0,1,0,NA,1,1,1
"755",0,0,0,NA,0,1,0
"756",0,0,0,NA,0,1,0
"757",0,0,0,NA,0,0,0
"758",0,1,0,NA,0,1,0
"759",1,0,0,NA,0,0,0
"760",1,1,1,NA,0,1,0
"761",1,0,0,NA,0,0,0
"762",0,0,1,NA,0,1,0
"763",0,0,0,NA,0,1,0
"764",1,1,1,NA,0,1,0
"765",0,0,0,NA,0,0,0
"766",0,0,0,NA,0,0,0
"767",1,0,0,NA,0,1,0
"768",0,0,0,NA,0,0,0
