"","LOF","Mahalanobis","kMeans","ChiSq","BoxPlot","MAD","threeSigma"
"231",0,0,1,NA,1,1,0
"232",0,0,0,NA,0,1,0
"233",0,0,1,NA,1,1,0
"234",0,0,0,NA,0,1,0
"235",1,1,1,NA,1,1,1
"236",0,0,0,NA,0,1,0
"237",0,0,0,NA,0,1,0
"238",0,0,1,NA,0,1,0
"239",0,0,1,NA,1,1,1
"240",0,1,1,NA,1,1,1
"241",1,0,0,NA,1,1,0
"242",1,0,0,NA,1,1,0
"243",1,0,1,NA,0,1,1
"244",0,1,0,NA,1,1,1
"245",0,0,0,NA,0,1,0
"246",1,1,1,NA,1,1,1
"247",1,0,1,NA,0,1,1
"248",0,1,0,NA,1,1,0
"249",0,0,1,NA,0,1,0
"250",0,0,1,NA,0,1,0
"251",0,0,0,NA,1,1,0
"252",0,1,0,NA,1,1,1
"253",0,0,1,NA,1,1,0
"254",0,0,1,NA,0,1,0
"255",0,0,1,NA,0,1,0
"256",1,0,0,NA,1,1,1
"257",1,1,1,NA,1,1,1
"258",1,0,0,NA,1,1,0
"259",0,0,1,NA,0,1,1
"260",0,0,1,NA,1,1,0
"261",0,0,1,NA,0,1,1
"262",0,0,1,NA,0,1,0
"263",0,0,0,NA,0,1,0
"264",0,0,1,NA,0,1,0
"265",0,0,0,NA,0,1,0
"266",0,0,1,NA,0,1,1
"267",0,0,0,NA,0,1,0
"268",0,0,0,NA,0,1,0
"269",1,0,0,NA,1,1,1
"270",0,0,1,NA,0,1,1
"271",0,0,1,NA,0,1,1
"272",0,0,0,NA,0,1,0
"273",0,0,1,NA,0,1,1
"274",0,1,0,NA,0,1,1
"275",0,1,1,NA,0,1,1
"276",0,0,1,NA,1,1,0
"277",0,0,1,NA,0,1,0
"278",0,1,1,NA,0,1,1
"279",0,0,1,NA,1,1,0
"280",0,1,1,NA,0,1,1
"281",0,1,1,NA,1,1,1
"282",0,0,1,NA,0,1,0
"283",0,0,1,NA,0,1,0
"284",0,0,1,NA,1,1,1
"285",0,0,0,NA,0,1,0
"286",0,0,1,NA,1,1,0
"287",0,0,0,NA,1,1,0
"288",0,0,0,NA,1,1,0
"289",0,0,1,NA,0,1,0
"290",1,0,1,NA,1,1,0
"291",1,1,1,NA,1,1,1
"292",0,0,0,NA,1,1,1
"293",0,0,1,NA,1,1,0
"294",0,0,1,NA,0,1,0
"295",0,0,1,NA,0,1,0
"296",0,1,1,NA,1,1,1
"297",0,0,0,NA,0,1,0
"298",1,0,0,NA,1,1,1
"299",0,1,0,NA,0,1,1
"300",0,0,1,NA,0,1,1
"301",0,1,1,NA,0,1,1
"302",1,1,0,NA,1,1,1
"303",0,0,1,NA,0,1,1
"304",0,0,0,NA,1,1,0
"305",0,0,0,NA,0,1,0
"306",0,0,0,NA,1,1,0
"307",0,0,1,NA,1,1,0
"308",0,0,0,NA,0,1,0
"309",0,0,0,NA,0,1,0
"310",0,0,0,NA,0,1,0
"311",0,0,0,NA,1,1,0
"312",0,0,1,NA,0,1,0
"313",1,0,1,NA,1,1,0
"314",0,0,1,NA,0,1,0
"315",0,0,1,NA,0,1,0
"316",0,1,0,NA,0,1,1
"317",0,0,0,NA,0,1,0
"318",0,0,0,NA,0,1,1
"319",1,0,1,NA,0,1,1
"320",0,0,1,NA,0,1,1
"321",0,0,0,NA,0,1,0
"322",0,0,1,NA,0,1,0
"323",0,0,1,NA,1,1,0
"324",0,0,0,NA,0,1,0
"325",0,0,1,NA,0,1,0
"326",0,0,0,NA,0,1,0
"327",0,1,1,NA,1,1,0
"328",1,1,0,NA,1,1,1
"329",0,0,0,NA,0,1,0
"330",1,0,1,NA,1,1,0
"331",1,1,0,NA,1,1,1
"332",0,0,0,NA,0,1,1
"333",0,0,0,NA,0,1,0
"334",0,0,0,NA,0,1,0
"335",0,0,1,NA,1,1,0
"336",0,0,1,NA,0,1,0
"337",0,0,0,NA,0,1,0
"338",0,0,0,NA,0,1,0
"339",0,0,0,NA,0,1,0
"340",0,0,0,NA,1,1,0
"341",0,0,0,NA,0,1,0
"342",0,0,0,NA,0,1,1
"343",0,0,0,NA,0,1,0
"344",0,0,0,NA,0,1,0
"345",0,0,0,NA,1,1,0
"346",1,1,1,NA,1,1,1
"347",0,0,0,NA,0,1,0
"348",0,0,1,NA,1,1,0
"349",0,0,0,NA,0,1,0
"350",0,0,0,NA,0,1,0
"351",0,0,1,NA,0,1,0
"352",0,0,0,NA,0,1,0
"353",0,0,0,NA,0,1,0
"354",0,0,0,NA,0,1,0
"355",0,0,1,NA,0,1,0
"356",0,0,0,NA,0,1,1
"357",0,0,0,NA,1,1,0
"358",1,1,0,NA,1,1,1
"359",1,1,0,NA,0,1,1
"360",1,1,1,NA,0,1,1
"361",1,1,1,NA,1,1,1
"362",1,0,0,NA,1,1,0
"363",0,0,1,NA,0,1,0
"364",0,0,0,NA,0,1,0
"365",1,1,0,NA,1,1,1
"366",0,0,1,NA,0,1,0
"367",1,0,0,NA,0,1,0
"368",0,0,0,NA,0,1,0
"369",0,0,0,NA,0,1,0
"370",0,0,0,NA,0,1,0
"371",1,1,1,NA,0,1,1
"372",0,0,0,NA,0,1,0
"373",1,1,1,NA,1,1,1
"374",0,0,0,NA,0,1,0
"375",1,1,0,NA,1,1,1
"376",0,0,0,NA,1,1,0
"377",0,0,1,NA,1,1,1
"378",0,0,1,NA,1,1,1
"379",1,0,0,NA,0,1,0
"380",0,0,0,NA,0,1,1
"381",0,0,1,NA,0,1,1
"382",0,0,0,NA,1,1,0
"383",0,1,1,NA,0,1,1
"384",1,0,0,NA,0,1,0
"385",0,0,1,NA,1,1,0
"386",0,0,1,NA,0,1,0
"387",0,0,1,NA,0,1,0
"388",1,0,1,NA,1,1,0
"389",1,0,1,NA,1,1,0
"390",1,1,1,NA,1,1,1
"391",0,0,0,NA,0,1,0
"392",1,0,0,NA,1,1,0
"393",1,1,0,NA,1,1,1
"394",0,0,0,NA,1,1,0
"395",0,0,1,NA,0,1,0
"396",0,1,0,NA,1,1,1
"397",1,0,0,NA,1,1,0
"398",0,0,1,NA,1,1,1
"399",0,1,0,NA,1,1,1
"400",0,0,0,NA,0,1,0
"401",0,0,0,NA,0,1,1
"402",0,0,0,NA,0,1,1
"403",0,0,0,NA,0,1,0
"404",1,1,0,NA,1,1,1
"405",0,0,0,NA,0,1,0
"406",1,0,1,NA,1,1,0
"407",0,1,0,NA,0,1,1
"408",0,1,1,NA,1,1,1
"409",0,0,1,NA,1,1,0
"410",0,0,0,NA,1,1,0
"411",0,1,1,NA,0,1,1
"412",1,0,1,NA,1,1,0
"413",0,0,1,NA,1,1,0
"414",0,0,1,NA,1,1,1
"415",0,1,1,NA,1,1,1
"416",0,0,0,NA,0,1,0
"417",1,0,0,NA,0,1,1
"418",0,0,1,NA,1,1,1
"419",0,1,1,NA,1,1,1
"420",0,1,1,NA,1,1,1
"421",0,1,1,NA,1,1,1
"422",0,0,1,NA,0,1,0
"423",0,0,1,NA,0,1,0
"424",1,0,0,NA,0,1,1
"425",0,1,1,NA,1,1,1
"426",0,0,1,NA,0,1,0
"427",0,0,0,NA,0,1,1
"428",1,1,0,NA,0,1,1
"429",0,1,1,NA,1,1,1
"430",1,0,0,NA,1,1,1
"431",0,1,1,NA,0,1,1
"432",0,0,0,NA,0,1,0
"433",0,1,1,NA,0,1,1
"434",0,0,1,NA,1,1,0
"435",1,0,0,NA,1,1,1
"436",0,0,1,NA,0,1,1
"437",0,0,1,NA,1,1,0
"438",0,0,1,NA,0,1,0
"439",1,0,0,NA,1,1,0
"440",1,1,0,NA,1,1,1
"441",0,0,0,NA,1,1,0
"442",1,1,0,NA,1,1,1
"443",1,1,1,NA,1,1,1
"444",1,1,0,NA,1,1,1
"445",0,0,0,NA,0,1,0
"446",0,0,1,NA,0,1,0
"447",1,1,1,NA,1,1,1
"448",0,0,1,NA,0,1,0
"449",1,0,1,NA,0,1,0
"450",1,0,1,NA,0,1,0
"451",1,0,1,NA,1,1,1
"452",0,0,0,NA,0,1,0
"453",1,1,0,NA,0,1,1
"454",1,1,1,NA,1,1,1
"455",0,0,0,NA,0,1,1
"456",0,0,1,NA,0,1,0
"457",0,0,0,NA,1,1,0
"458",0,1,0,NA,1,1,1
"459",0,1,1,NA,1,1,1
"460",0,1,1,NA,1,1,1
"461",1,0,0,NA,1,1,0
"462",1,0,1,NA,1,1,0
"463",0,0,0,NA,0,1,1
"464",0,0,0,NA,0,1,0
"465",0,0,0,NA,1,1,1
"466",1,1,1,NA,1,1,1
"467",0,1,1,NA,1,1,1
"468",1,0,1,NA,1,1,0
"469",0,0,0,NA,0,1,0
"470",0,0,0,NA,1,1,0
"471",1,1,0,NA,1,1,1
"472",0,0,0,NA,1,1,0
"473",1,0,0,NA,0,1,0
"474",0,0,0,NA,0,1,1
"475",0,0,0,NA,0,1,0
"476",0,0,0,NA,0,1,1
"477",1,0,0,NA,1,1,1
"478",0,0,0,NA,0,1,1
"479",0,0,1,NA,0,1,0
"480",0,0,0,NA,0,1,0
"481",0,1,1,NA,1,1,1
"482",1,0,1,NA,0,1,1
"483",0,0,1,NA,0,1,0
"484",0,1,0,NA,1,1,1
"485",0,1,1,NA,0,1,1
"486",1,1,0,NA,1,1,1
"487",0,1,1,NA,0,1,1
"488",0,1,1,NA,1,1,1
"489",0,1,1,NA,0,1,1
"490",0,1,1,NA,1,1,1
"491",1,1,0,NA,0,1,1
"492",0,0,1,NA,1,1,0
"493",0,1,1,NA,0,1,1
"494",0,1,1,NA,1,1,1
"495",0,0,0,NA,1,1,0
"496",0,0,0,NA,1,1,0
"497",0,0,0,NA,0,1,0
"498",1,1,0,NA,1,1,1
"499",0,0,1,NA,1,1,0
"500",0,0,1,NA,1,1,1
"501",0,0,0,NA,0,1,0
"502",0,0,0,NA,1,1,0
"503",0,1,0,NA,1,1,1
"504",0,1,1,NA,1,1,1
"505",1,0,1,NA,0,1,0
"506",0,0,0,NA,0,1,1
"507",0,0,1,NA,0,1,0
"508",1,0,1,NA,1,1,1
"509",0,1,1,NA,1,1,1
"510",1,1,0,NA,1,1,1
"511",0,0,1,NA,1,1,0
"512",0,0,0,NA,0,1,0
"513",0,1,0,NA,1,1,1
"514",1,1,1,NA,1,1,1
"515",1,1,0,NA,1,1,1
"516",0,0,0,NA,0,1,0
"517",1,0,1,NA,1,1,1
"518",0,0,0,NA,0,1,0
"519",0,0,0,NA,0,1,1
"520",0,0,0,NA,0,1,0
"521",0,0,0,NA,1,1,1
"522",0,0,0,NA,0,1,1
"523",0,1,1,NA,1,1,1
"524",1,0,1,NA,1,1,0
"525",0,0,1,NA,0,1,0
"526",0,1,0,NA,1,1,1
"527",0,0,1,NA,0,1,1
"528",0,0,0,NA,0,1,0
"529",0,0,1,NA,0,1,1
"530",0,0,1,NA,1,1,1
"531",1,0,1,NA,1,1,1
"532",0,1,0,NA,1,1,1
"533",0,1,0,NA,1,1,1
"534",0,1,1,NA,1,1,1
"535",0,0,0,NA,1,1,1
"536",0,0,0,NA,1,1,0
"537",0,0,0,NA,1,1,0
"538",0,0,1,NA,0,1,0
"539",1,0,0,NA,0,1,0
"540",1,0,0,NA,0,1,1
"541",0,0,1,NA,0,1,0
"542",1,0,0,NA,1,1,0
"543",1,0,1,NA,0,1,0
"544",1,0,0,NA,0,1,0
"545",0,0,0,NA,0,1,0
"546",1,1,1,NA,1,1,1
"547",0,0,0,NA,0,1,0
"548",1,0,0,NA,0,1,1
"549",0,0,1,NA,1,1,0
"550",0,0,0,NA,0,1,0
"551",0,0,0,NA,0,1,0
"552",1,0,0,NA,1,1,1
"553",1,1,0,NA,1,1,1
"554",1,1,0,NA,1,1,1
"555",0,1,1,NA,1,1,1
"556",0,0,1,NA,0,1,1
"557",1,0,1,NA,1,1,0
"558",0,1,1,NA,1,1,1
"559",0,1,1,NA,1,1,1
"560",0,0,1,NA,0,1,0
"561",1,0,1,NA,0,1,0
"562",0,0,0,NA,0,1,1
"563",0,0,0,NA,1,1,0
"564",0,0,0,NA,0,1,1
"565",0,0,0,NA,0,1,0
"566",0,0,0,NA,0,1,0
"567",0,1,0,NA,1,1,1
"568",1,0,0,NA,0,1,1
"569",1,0,1,NA,1,1,0
"570",1,0,1,NA,1,1,1
"571",1,1,0,NA,1,1,1
"572",0,1,0,NA,0,1,1
"573",1,1,0,NA,1,1,1
"574",0,0,1,NA,0,1,0
"575",1,0,0,NA,0,1,1
"576",0,1,0,NA,1,1,1
"577",0,1,0,NA,0,1,1
"578",0,1,0,NA,0,1,1
"579",1,0,0,NA,0,1,1
"580",0,1,0,NA,0,1,1
"581",0,0,1,NA,1,1,1
"582",1,1,1,NA,1,1,1
"583",0,0,1,NA,0,1,0
"584",0,0,1,NA,0,1,1
"585",0,1,0,NA,0,1,1
"586",1,0,1,NA,1,1,1
"587",1,0,0,NA,0,1,1
"588",0,0,0,NA,0,1,0
"589",0,1,0,NA,0,1,1
"590",0,0,0,NA,1,1,1
"591",0,0,0,NA,0,1,0
"592",1,0,1,NA,1,1,1
"593",1,1,0,NA,1,1,1
"594",0,0,1,NA,0,1,0
"595",0,0,1,NA,1,1,1
"596",0,1,1,NA,1,1,1
"597",0,1,0,NA,0,1,1
"598",0,0,0,NA,1,1,0
"599",0,0,0,NA,1,1,1
"600",1,0,0,NA,0,1,0
"601",0,1,1,NA,1,1,1
"602",0,0,0,NA,0,1,1
"603",1,1,0,NA,1,1,1
"604",1,0,0,NA,1,1,1
"605",0,0,1,NA,1,1,1
"606",0,0,0,NA,1,1,0
"607",1,1,0,NA,1,1,1
"608",1,0,0,NA,1,1,1
"609",0,0,0,NA,0,1,0
"610",0,0,1,NA,0,1,0
"611",0,1,0,NA,0,1,1
"612",0,1,0,NA,1,1,1
"613",1,1,1,NA,0,1,1
"614",0,1,0,NA,0,1,1
"615",0,0,1,NA,1,1,1
"616",1,0,0,NA,1,1,0
"617",0,0,1,NA,0,1,0
"618",0,1,0,NA,0,1,1
"619",0,0,0,NA,0,1,1
"620",0,1,0,NA,1,1,1
"621",1,1,1,NA,1,1,1
"622",0,0,0,NA,0,1,0
"623",0,0,0,NA,1,1,1
"624",0,0,1,NA,1,1,0
"625",0,0,0,NA,1,1,1
"626",0,0,1,NA,1,1,0
"627",0,0,1,NA,1,1,1
"628",0,0,0,NA,1,1,0
"629",0,1,0,NA,1,1,1
"630",1,0,0,NA,1,1,0
"631",0,0,1,NA,1,1,1
"632",0,0,0,NA,0,1,0
"633",1,0,1,NA,1,1,1
"634",0,0,0,NA,1,1,1
"635",0,0,1,NA,1,1,0
"636",1,0,1,NA,1,1,0
"637",0,0,1,NA,0,1,1
"638",0,0,1,NA,0,1,0
"639",0,0,1,NA,0,1,1
"640",0,1,0,NA,1,1,1
"641",0,1,0,NA,1,1,1
"642",0,0,0,NA,1,1,1
"643",1,1,1,NA,1,1,1
"644",0,0,1,NA,1,1,0
"645",1,1,0,NA,1,1,1
"646",1,1,0,NA,1,1,1
"647",0,1,1,NA,1,1,1
"648",1,1,0,NA,1,1,1
"649",1,0,1,NA,1,1,0
"650",1,1,0,NA,1,1,1
"651",0,0,0,NA,0,1,1
"652",0,0,0,NA,1,1,1
"653",0,0,1,NA,1,1,0
"654",0,0,1,NA,0,1,0
"655",0,0,1,NA,1,1,0
"656",0,1,0,NA,1,1,1
"657",1,0,1,NA,1,1,1
"658",0,0,0,NA,1,1,0
"659",1,0,1,NA,1,1,0
"660",0,1,0,NA,1,1,1
"661",0,0,0,NA,1,1,0
"662",0,0,1,NA,0,1,0
"663",0,0,1,NA,1,1,0
"664",0,1,1,NA,1,1,1
"665",0,0,1,NA,1,1,0
"666",0,0,1,NA,1,1,1
"667",0,0,0,NA,0,1,0
"668",0,0,1,NA,1,1,0
"669",0,0,0,NA,0,1,0
"670",0,1,1,NA,1,1,1
"671",0,1,0,NA,0,1,1
"672",1,0,0,NA,1,1,1
"673",0,1,1,NA,1,1,1
"674",0,0,0,NA,0,1,0
"675",1,1,0,NA,1,1,1
"676",1,1,1,NA,1,1,1
"677",0,0,1,NA,0,1,0
"678",0,0,0,NA,0,1,0
"679",0,0,1,NA,1,1,1
"680",1,1,1,NA,1,1,1
"681",0,1,1,NA,0,1,1
"682",0,0,0,NA,0,1,0
"683",0,0,0,NA,0,1,1
"684",1,1,1,NA,1,1,1
"685",0,0,1,NA,1,1,1
"686",0,0,0,NA,1,1,0
"687",1,0,1,NA,1,1,1
"688",0,0,1,NA,0,1,0
"689",1,1,0,NA,1,1,1
"690",0,1,0,NA,0,1,1
"691",1,0,0,NA,1,1,1
"692",0,0,0,NA,1,1,0
"693",0,1,0,NA,0,1,1
"694",0,1,1,NA,1,1,1
"695",0,0,0,NA,1,1,0
"696",0,1,1,NA,0,1,1
"697",0,0,1,NA,0,1,0
"698",1,1,1,NA,1,1,1
"699",0,1,1,NA,0,1,1
"700",0,0,1,NA,0,1,0
"701",1,0,1,NA,1,1,1
"702",1,1,1,NA,1,1,1
"703",0,0,0,NA,0,1,0
"704",0,0,0,NA,1,1,0
"705",1,0,1,NA,1,1,1
"706",1,1,0,NA,1,1,1
"707",1,1,1,NA,1,1,1
"708",0,0,1,NA,1,1,0
"709",0,1,0,NA,0,1,1
"710",1,0,1,NA,1,1,0
"711",0,0,1,NA,1,1,0
"712",0,1,1,NA,1,1,1
"713",0,0,1,NA,1,1,1
"714",0,0,1,NA,0,1,1
"715",0,0,0,NA,1,1,0
"716",0,0,1,NA,1,1,1
"717",0,1,0,NA,1,1,1
"718",0,0,0,NA,1,1,0
"719",0,0,0,NA,0,1,0
"720",0,1,1,NA,1,1,1
"721",0,1,1,NA,1,1,1
"722",0,1,1,NA,1,1,1
"723",0,1,1,NA,0,1,1
"724",1,0,1,NA,0,1,0
"725",1,0,1,NA,0,1,0
"726",0,1,0,NA,0,1,1
"727",0,1,1,NA,1,1,1
"728",0,0,0,NA,0,1,0
"729",0,0,0,NA,0,1,0
"730",0,0,1,NA,0,1,1
"731",0,0,0,NA,0,1,0
"732",1,0,1,NA,0,1,0
"733",1,0,1,NA,1,1,0
"734",0,0,1,NA,1,1,1
"735",0,1,1,NA,1,1,1
"736",0,0,1,NA,0,1,0
"737",0,0,0,NA,1,1,1
"738",0,0,0,NA,0,1,0
"739",1,1,0,NA,1,1,1
"740",0,0,0,NA,1,1,0
"741",1,0,0,NA,0,1,1
"742",0,0,0,NA,0,1,1
"743",0,0,0,NA,0,1,0
"744",0,1,1,NA,1,1,1
"745",0,0,1,NA,0,1,0
"746",0,0,1,NA,1,1,1
"747",1,1,1,NA,0,1,1
"748",1,1,1,NA,0,1,1
"749",0,0,0,NA,0,1,1
"750",0,0,1,NA,0,1,0
"751",0,1,1,NA,1,1,1
"752",1,1,0,NA,0,1,1
"753",0,1,1,NA,1,1,1
"754",1,1,1,NA,0,1,1
"755",0,0,1,NA,0,1,0
"756",0,0,1,NA,1,1,0
"757",0,0,1,NA,1,1,0
"758",0,1,0,NA,1,1,1
"759",1,0,1,NA,1,1,0
"760",0,0,1,NA,1,1,0
"761",0,0,1,NA,0,1,0
"762",0,0,0,NA,0,1,0
"763",0,0,0,NA,0,1,0
"764",0,1,1,NA,1,1,1
"765",1,0,0,NA,1,1,0
"766",1,0,1,NA,1,1,1
"767",0,0,0,NA,0,1,0
"768",1,1,0,NA,1,1,1
"769",1,0,1,NA,1,1,1
"770",0,0,1,NA,0,1,0
"771",1,1,1,NA,1,1,1
"772",1,0,0,NA,0,1,0
"773",0,0,1,NA,0,1,0
